"","rmse","mbe","sdm","sdo","r2","x","y","nrmse"
"data_NO_01_RLM",8.12837176115112,-0.243436347605665,26.3622775036047,27.5725771841419,0.913166895390322,-0.294666891505716,-0.00882892977250146,0.294799129833467
"data_NO_01_RF",7.04904321375743,-0.0342579710144927,25.0295644166477,27.5725771841419,0.938349444191341,-0.255651110167947,-0.00124246532290771,0.255654129343108
