"","rmse","mbe","sdm","sdo","r2","x","y","nrmse"
"data_NO2_00_RLM",4.94924708630585,-0.33870685443787,10.507799161793,11.3637151140422,0.811754410735825,-0.434509626233766,-0.0298059966339115,0.435530725351436
"data_NO2_00_RF",3.45304612772813,-0.0152583337278106,10.4115714298197,11.3637151140422,0.909048883992926,-0.303862986806517,-0.00134272406292163,0.303865953438167
