"","rmse","mbe","sdm","sdo","r2","x","y","nrmse"
"data_NO_01_RLM",7.93962505991409,-0.216347157640726,25.2803324071198,26.353168592293,0.909327394547034,-0.30116594361783,-0.00820953111892575,0.301277815307418
"data_NO_01_RF",6.84099073357417,-0.0266696784073508,24.037665700476,26.353168592293,0.935653698015609,-0.259586953401818,-0.00101201031344483,0.259588926076041
