"","Date[UTC]","RLM","RF","Reference","timestamp","Status"
"1",2019-12-12 14:10:00,32.54,33.33,21.4828,1576159800,0
"2",2019-12-12 14:20:00,26.77,29.31,18.5078,1576160400,0
"3",2019-12-12 14:30:00,30.28,29.99,22.5377,1576161000,0
"4",2019-12-12 14:40:00,32.68,32.74,21.814,1576161600,0
"5",2019-12-12 14:50:00,35.61,32.85,26.3347,1576162200,0
"6",2019-12-12 15:00:00,38.08,34.91,29.2972,1576162800,0
"7",2019-12-12 15:10:00,37.96,33.63,28.5751,1576163400,0
"8",2019-12-12 15:20:00,33.3,29.42,20.1291,1576164000,0
"9",2019-12-12 15:30:00,42.76,36.83,34.6349,1576164600,0
"10",2019-12-12 15:40:00,49.6,41.17,42.0784,1576165200,0
"11",2019-12-12 15:50:00,61.17,43.65,51.0641,1576165800,0
"12",2019-12-12 16:00:00,55.92,44.13,44.9631,1576166400,0
"13",2019-12-12 16:10:00,53.68,42.38,46.5153,1576167000,0
"14",2019-12-12 16:20:00,62.72,46.06,52.3401,1576167600,0
"15",2019-12-12 16:40:00,53.66,45.99,51.3931,1576168800,0
"16",2019-12-12 16:50:00,36.4,37.16,45.5867,1576169400,0
"17",2019-12-12 17:00:00,24.19,27.52,38.733,1576170000,0
"18",2019-12-12 17:10:00,21.53,26.72,35.4452,1576170600,0
"19",2019-12-12 17:20:00,22.01,27.74,34.4466,1576171200,0
"20",2019-12-12 17:30:00,42.16,39.43,46.9129,1576171800,0
"21",2019-12-12 17:40:00,37.7,35.87,37.9262,1576172400,0
"22",2019-12-12 17:50:00,46.95,40.04,36.0355,1576173000,0
"23",2019-12-12 18:00:00,43.15,38.38,41.5516,1576173600,0
"24",2019-12-12 18:10:00,47.74,40.19,42.2019,1576174200,0
"25",2019-12-12 18:20:00,49.96,41.85,48.6446,1576174800,0
"26",2019-12-12 18:30:00,51.39,41.62,39.6597,1576175400,0
"27",2019-12-12 18:40:00,43.83,37.69,32.579,1576176000,0
"28",2019-12-12 18:50:00,43.75,37.85,34.4739,1576176600,0
"29",2019-12-12 19:00:00,39.59,34.94,33.6274,1576177200,0
"30",2019-12-12 19:10:00,21.44,23.03,30.0508,1576177800,0
"31",2019-12-12 19:20:00,43.01,36.34,29.3287,1576178400,0
"32",2019-12-12 19:40:00,38.78,36.72,29.7765,1576179600,0
"33",2019-12-12 19:50:00,30.85,30.23,29.7272,1576180200,0
"34",2019-12-12 20:00:00,17.16,22.89,25.3418,1576180800,0
"35",2019-12-12 20:10:00,32.87,29.82,23.9278,1576181400,0
"36",2019-12-12 20:20:00,34.35,29.44,19.5428,1576182000,0
"37",2019-12-12 20:30:00,27.52,25.82,23.0383,1576182600,0
"38",2019-12-12 20:40:00,31.57,30.62,19.0454,1576183200,0
"39",2019-12-12 20:50:00,34.84,31.05,23.8597,1576183800,0
"40",2019-12-12 21:00:00,31.95,29.62,25.3056,1576184400,0
"41",2019-12-12 21:10:00,38.56,33.72,26.2351,1576185000,0
"42",2019-12-12 21:20:00,38.07,32.53,28.7322,1576185600,0
"43",2019-12-12 21:30:00,31.74,29.32,24.2989,1576186200,0
"44",2019-12-12 21:40:00,24.21,24.66,18.4316,1576186800,0
"45",2019-12-12 21:50:00,30.81,29.93,18.511,1576187400,0
"46",2019-12-12 22:00:00,33.76,29.94,24.176,1576188000,0
"47",2019-12-12 22:10:00,31.95,29.89,23.0281,1576188600,0
"48",2019-12-12 22:20:00,36.01,31.56,22.4669,1576189200,0
"49",2019-12-12 22:40:00,11,13,16.9855,1576190400,0
"50",2019-12-12 22:50:00,24.1,25.29,18.3285,1576191000,0
"51",2019-12-12 23:00:00,30.73,30.04,16.5994,1576191600,0
"52",2019-12-12 23:10:00,26.85,27.84,17.8209,1576192200,0
"53",2019-12-12 23:20:00,27.18,27.18,16.0813,1576192800,0
"54",2019-12-12 23:30:00,29.39,29.55,17.3563,1576193400,0
"55",2019-12-12 23:40:00,29.45,29.79,19.7543,1576194000,0
"56",2019-12-12 23:50:00,25.54,25.57,15.8296,1576194600,0
"57",2019-12-13 00:00:00,29.89,29.82,19.6093,1576195200,0
"58",2019-12-13 00:10:00,34.93,33.01,28.2353,1576195800,0
"59",2019-12-13 00:20:00,30.63,30.45,20.738,1576196400,0
"60",2019-12-13 00:30:00,29.22,29.87,19.956,1576197000,0
"61",2019-12-13 00:40:00,21.34,23.2,13.4676,1576197600,0
"62",2019-12-13 00:50:00,17.54,23.56,11.0043,1576198200,0
"63",2019-12-13 01:00:00,16.67,23.38,12.2285,1576198800,0
"64",2019-12-13 01:10:00,18.82,22.44,11.0933,1576199400,0
"65",2019-12-13 01:20:00,18.51,22.16,10.1892,1576200000,0
"66",2019-12-13 01:40:00,17.79,20.53,11.2909,1576201200,0
"67",2019-12-13 01:50:00,16.59,19.1,10.2903,1576201800,0
"68",2019-12-13 02:00:00,16.49,18.47,10.6109,1576202400,0
"69",2019-12-13 02:10:00,16,17.78,9.6811,1576203000,0
"70",2019-12-13 02:20:00,16.35,21.68,10.4473,1576203600,0
"71",2019-12-13 02:30:00,18.43,22.17,13.3055,1576204200,0
"72",2019-12-13 02:40:00,16.99,20.67,12.604,1576204800,0
"73",2019-12-13 02:50:00,16.99,18.66,11.4605,1576205400,0
"74",2019-12-13 03:00:00,21.04,21.32,13.8477,1576206000,0
"75",2019-12-13 03:10:00,25.23,25.31,15.6329,1576206600,0
"76",2019-12-13 03:20:00,25.02,25.28,16.1557,1576207200,0
"77",2019-12-13 03:30:00,27.25,25.56,16.7551,1576207800,0
"78",2019-12-13 03:40:00,28.31,26.51,21.956,1576208400,0
"79",2019-12-13 04:40:00,41.58,34.65,31.3932,1576212000,0
"80",2019-12-13 04:50:00,44.06,35.55,35.5158,1576212600,0
"81",2019-12-13 05:00:00,52.42,37.88,40.3429,1576213200,0
"82",2019-12-13 05:10:00,62.22,42.3,47.8167,1576213800,0
"83",2019-12-13 05:20:00,55.87,40.34,44.7906,1576214400,0
"84",2019-12-13 05:30:00,59.41,41.01,52.242,1576215000,0
"85",2019-12-13 05:40:00,46.57,36.53,37.5429,1576215600,0
"86",2019-12-13 05:50:00,58.19,42.09,34.4951,1576216200,0
"87",2019-12-13 06:00:00,64.88,44.96,49.2719,1576216800,0
"88",2019-12-13 06:10:00,57.46,41.75,48.6057,1576217400,0
"89",2019-12-13 06:20:00,53.77,40.95,41.5293,1576218000,0
"90",2019-12-13 06:30:00,51.88,41.75,31.7207,1576218600,0
"91",2019-12-13 06:40:00,55.9,41.59,55.0067,1576219200,0
"92",2019-12-13 06:50:00,61.37,43.4,57.4689,1576219800,0
"93",2019-12-13 07:00:00,55.22,42.11,48.3222,1576220400,0
"94",2019-12-13 07:10:00,40.18,35.69,30.7077,1576221000,0
"95",2019-12-13 07:20:00,23.99,23.03,16.6995,1576221600,0
"96",2019-12-13 07:40:00,22.3,22.91,21.2974,1576222800,0
"97",2019-12-13 07:50:00,20.78,22.36,17.5188,1576223400,0
"98",2019-12-13 08:00:00,21.94,22.79,16.9776,1576224000,0
"99",2019-12-13 08:10:00,23.67,24.77,19.6638,1576224600,0
"100",2019-12-13 08:20:00,20.66,23.72,17.6092,1576225200,0
"101",2019-12-13 08:30:00,21.14,22.26,14.9946,1576225800,0
"102",2019-12-13 08:40:00,21.24,22.21,14.2715,1576226400,0
"103",2019-12-13 08:50:00,17.85,20.9,13.0068,1576227000,0
"104",2019-12-13 09:00:00,17.4,21.26,14.1555,1576227600,0
"105",2019-12-13 09:10:00,18.47,21.04,13.8329,1576228200,0
"106",2019-12-13 09:20:00,16.06,20.15,14.2926,1576228800,0
"107",2019-12-13 09:30:00,19.22,21.89,15.0129,1576229400,0
"108",2019-12-13 09:40:00,21.52,23.54,15.3775,1576230000,0
"109",2019-12-13 09:50:00,25.91,25.75,19.1131,1576230600,0
"110",2019-12-13 10:00:00,35.94,35.62,27.0435,1576231200,0
"111",2019-12-13 10:10:00,27.64,26.56,16.1719,1576231800,0
"112",2019-12-13 10:20:00,31.21,27.8,22.5178,1576232400,0
"113",2019-12-13 10:40:00,35.48,30.97,24.116,1576233600,0
"114",2019-12-13 10:50:00,21.87,24.25,14.4843,1576234200,0
"115",2019-12-13 11:00:00,27.25,25.4,16.1083,1576234800,0
"116",2019-12-13 11:10:00,25.03,22.97,15.1728,1576235400,0
"117",2019-12-13 11:20:00,24.16,23.29,11.8653,1576236000,0
