"","Date[UTC]","RLM","RF","Reference","timestamp","Status"
"1",2019-12-12 14:10:00,28.69,31.04,25.9021,1576159800,0
"2",2019-12-12 14:20:00,28.87,32.14,22.5316,1576160400,0
"3",2019-12-12 14:30:00,29.16,31.79,25.2069,1576161000,0
"4",2019-12-12 14:40:00,26.86,28.78,24.7012,1576161600,0
"5",2019-12-12 14:50:00,33.52,33.64,26.9947,1576162200,0
"6",2019-12-12 15:00:00,38.33,38.89,31.8217,1576162800,0
"7",2019-12-12 15:10:00,36.36,35.87,36.954,1576163400,0
"8",2019-12-12 15:20:00,27.76,28.52,24.644,1576164000,0
"9",2019-12-12 15:30:00,40.4,39.91,36.7554,1576164600,0
"10",2019-12-12 15:40:00,50.46,48.05,52.2163,1576165200,0
"11",2019-12-12 15:50:00,68.63,66.77,78.9598,1576165800,0
"12",2019-12-12 16:00:00,55.98,56.76,54.2376,1576166400,0
"13",2019-12-12 16:10:00,66.44,64.24,70.717,1576167000,0
"14",2019-12-12 16:20:00,64.34,61.52,67.6865,1576167600,0
"15",2019-12-12 16:40:00,74.47,65.98,76.776,1576168800,0
"16",2019-12-12 16:50:00,64.63,57.19,75.0825,1576169400,0
"17",2019-12-12 17:00:00,53.34,48.87,54.8805,1576170000,0
"18",2019-12-12 17:10:00,40.2,41.16,40.7634,1576170600,0
"19",2019-12-12 17:20:00,42.99,42.99,43.0535,1576171200,0
"20",2019-12-12 17:30:00,57.22,53.53,63.2807,1576171800,0
"21",2019-12-12 17:40:00,41.34,40.12,34.9174,1576172400,0
"22",2019-12-12 17:50:00,44.38,40.36,39.6016,1576173000,0
"23",2019-12-12 18:00:00,42.25,39.62,44.6526,1576173600,0
"24",2019-12-12 18:10:00,35.94,34.34,39.3152,1576174200,0
"25",2019-12-12 18:20:00,64.91,59.38,76.8996,1576174800,0
"26",2019-12-12 18:30:00,55.89,47.92,59.1647,1576175400,0
"27",2019-12-12 18:40:00,47.2,41.86,42.377,1576176000,0
"28",2019-12-12 18:50:00,47.39,41.95,41.0475,1576176600,0
"29",2019-12-12 19:00:00,38.42,35.4,35.4202,1576177200,0
"30",2019-12-12 19:10:00,37,34.59,36.2622,1576177800,0
"31",2019-12-12 19:20:00,37.8,34.97,32.8242,1576178400,0
"32",2019-12-12 19:40:00,35.04,32.6,43.6882,1576179600,0
"33",2019-12-12 19:50:00,39.57,33.34,36.8326,1576180200,0
"34",2019-12-12 20:00:00,41.54,38.1,42.2789,1576180800,0
"35",2019-12-12 20:10:00,40.06,35.73,40.035,1576181400,0
"36",2019-12-12 20:20:00,32.61,29.76,28.6675,1576182000,0
"37",2019-12-12 20:30:00,33.88,29.64,32.8551,1576182600,0
"38",2019-12-12 20:40:00,29.58,27.68,22.8866,1576183200,0
"39",2019-12-12 20:50:00,29.31,27.72,27.6454,1576183800,0
"40",2019-12-12 21:00:00,28,26.4,23.0233,1576184400,0
"41",2019-12-12 21:10:00,29.82,28.15,28.2786,1576185000,0
"42",2019-12-12 21:20:00,37.72,31.86,35.7694,1576185600,0
"43",2019-12-12 21:30:00,29.8,27.72,28.6096,1576186200,0
"44",2019-12-12 21:40:00,19.12,17.82,15.4112,1576186800,0
"45",2019-12-12 21:50:00,24.5,22.75,20.105,1576187400,0
"46",2019-12-12 22:00:00,33.01,30.15,31.3635,1576188000,0
