"","Date[UTC]","RLM","RF","Reference","timestamp","Status"
"1",2019-12-12 14:10:00,27.84,26.13,21.4828,1576159800,0
"2",2019-12-12 14:20:00,24.37,23.93,18.5078,1576160400,0
"3",2019-12-12 14:30:00,25.67,24.04,22.5377,1576161000,0
"4",2019-12-12 14:40:00,26.55,23.47,21.814,1576161600,0
"5",2019-12-12 14:50:00,27.49,26.99,26.3347,1576162200,0
"6",2019-12-12 15:00:00,30.8,29.94,29.2972,1576162800,0
"7",2019-12-12 15:10:00,31.02,29.27,28.5751,1576163400,0
"8",2019-12-12 15:20:00,25.19,24.62,20.1291,1576164000,0
"9",2019-12-12 15:30:00,32.07,31.84,34.6349,1576164600,0
"10",2019-12-12 15:40:00,41.19,38.91,42.0784,1576165200,0
"11",2019-12-12 15:50:00,48.78,42.67,51.0641,1576165800,0
"12",2019-12-12 16:00:00,41.55,39.15,44.9631,1576166400,0
"13",2019-12-12 16:10:00,45.63,41.23,46.5153,1576167000,0
"14",2019-12-12 16:30:00,52.16,46.52,44.1281,1576168200,0
"15",2019-12-12 16:40:00,48.43,46.88,51.3931,1576168800,0
"16",2019-12-12 16:50:00,47.72,48.29,45.5867,1576169400,0
"17",2019-12-12 17:00:00,38.27,39.51,38.733,1576170000,0
"18",2019-12-12 17:10:00,36.59,37.65,35.4452,1576170600,0
"19",2019-12-12 17:20:00,37.68,39.16,34.4466,1576171200,0
"20",2019-12-12 17:30:00,43.03,42.6,46.9129,1576171800,0
"21",2019-12-12 17:40:00,36.46,36.26,37.9262,1576172400,0
"22",2019-12-12 17:50:00,35.73,36.62,36.0355,1576173000,0
"23",2019-12-12 18:00:00,40.2,39.62,41.5516,1576173600,0
"24",2019-12-12 18:10:00,39.63,37.66,42.2019,1576174200,0
"25",2019-12-12 18:20:00,47.65,44.94,48.6446,1576174800,0
"26",2019-12-12 18:30:00,37.82,38.58,39.6597,1576175400,0
"27",2019-12-12 18:40:00,30.95,33.84,32.579,1576176000,0
"28",2019-12-12 18:50:00,33.33,34.97,34.4739,1576176600,0
"29",2019-12-12 19:00:00,31.86,34.24,33.6274,1576177200,0
"30",2019-12-12 19:10:00,29.99,33.77,30.0508,1576177800,0
"31",2019-12-12 19:30:00,28.37,29.94,30.925,1576179000,0
"32",2019-12-12 19:40:00,29.93,33.09,29.7765,1576179600,0
"33",2019-12-12 19:50:00,28.31,30.16,29.7272,1576180200,0
"34",2019-12-12 20:00:00,27.1,29.35,25.3418,1576180800,0
"35",2019-12-12 20:10:00,23.72,26.75,23.9278,1576181400,0
"36",2019-12-12 20:20:00,18.92,23.49,19.5428,1576182000,0
"37",2019-12-12 20:30:00,21.48,25.52,23.0383,1576182600,0
"38",2019-12-12 20:40:00,18.03,23.3,19.0454,1576183200,0
"39",2019-12-12 20:50:00,21.99,24.8,23.8597,1576183800,0
"40",2019-12-12 21:00:00,23.2,25.59,25.3056,1576184400,0
"41",2019-12-12 21:10:00,25.9,27.87,26.2351,1576185000,0
"42",2019-12-12 21:20:00,26.17,28.78,28.7322,1576185600,0
"43",2019-12-12 21:30:00,24.06,26.51,24.2989,1576186200,0
"44",2019-12-12 21:40:00,19.01,23.22,18.4316,1576186800,0
"45",2019-12-12 21:50:00,18.05,21.98,18.511,1576187400,0
"46",2019-12-12 22:00:00,24.09,26.91,24.176,1576188000,0
"47",2019-12-12 22:10:00,23.89,26.66,23.0281,1576188600,0
"48",2019-12-12 22:30:00,19.38,22.49,22.179,1576189800,0
"49",2019-12-12 22:40:00,18.53,21.38,16.9855,1576190400,0
"50",2019-12-12 22:50:00,19.72,21.88,18.3285,1576191000,0
"51",2019-12-12 23:00:00,18.66,20.93,16.5994,1576191600,0
"52",2019-12-12 23:10:00,20.46,21.88,17.8209,1576192200,0
"53",2019-12-12 23:20:00,17.26,19.64,16.0813,1576192800,0
"54",2019-12-12 23:30:00,18.47,19.63,17.3563,1576193400,0
"55",2019-12-12 23:40:00,21.35,21.84,19.7543,1576194000,0
"56",2019-12-12 23:50:00,16.73,18.71,15.8296,1576194600,0
"57",2019-12-13 00:00:00,22.28,21.77,19.6093,1576195200,0
"58",2019-12-13 00:10:00,27.61,25.98,28.2353,1576195800,0
"59",2019-12-13 00:20:00,21.82,21.09,20.738,1576196400,0
"60",2019-12-13 00:30:00,20.68,20.07,19.956,1576197000,0
"61",2019-12-13 00:40:00,16.01,18.01,13.4676,1576197600,0
"62",2019-12-13 00:50:00,14.48,17.45,11.0043,1576198200,0
"63",2019-12-13 01:00:00,13.02,15.88,12.2285,1576198800,0
"64",2019-12-13 01:10:00,13.19,15.99,11.0933,1576199400,0
"65",2019-12-13 01:30:00,11.05,16.22,11.2301,1576200600,0
"66",2019-12-13 01:40:00,13.4,16.75,11.2909,1576201200,0
"67",2019-12-13 01:50:00,11.88,15.97,10.2903,1576201800,0
