"","Date[UTC]","RLM","RF","Reference","timestamp","Status"
"1",2019-12-12 14:10:00,37.56,35.72,25.9021,1576159800,0
"2",2019-12-12 14:20:00,34.3,33.05,22.5316,1576160400,0
"3",2019-12-12 14:30:00,34.56,32.86,25.2069,1576161000,0
"4",2019-12-12 14:40:00,34.79,33.68,24.7012,1576161600,0
"5",2019-12-12 14:50:00,39.42,37.83,26.9947,1576162200,0
"6",2019-12-12 15:00:00,41.54,40.68,31.8217,1576162800,0
"7",2019-12-12 15:10:00,44.12,43.9,36.954,1576163400,0
"8",2019-12-12 15:20:00,33,36.23,24.644,1576164000,0
"9",2019-12-12 15:30:00,44.68,44.58,36.7554,1576164600,0
"10",2019-12-12 15:40:00,51.76,52.51,52.2163,1576165200,0
"11",2019-12-12 16:00:00,50.85,49.61,54.2376,1576166400,0
"12",2019-12-12 16:10:00,65.18,63.08,70.717,1576167000,0
"13",2019-12-12 16:20:00,66,62.28,67.6865,1576167600,0
"14",2019-12-12 16:30:00,58.01,55.06,57.5391,1576168200,0
"15",2019-12-12 16:40:00,72.98,65.68,76.776,1576168800,0
"16",2019-12-12 16:50:00,76.2,75.42,75.0825,1576169400,0
"17",2019-12-12 17:00:00,62.51,59.52,54.8805,1576170000,0
"18",2019-12-12 17:10:00,49.04,44.93,40.7634,1576170600,0
"19",2019-12-12 17:20:00,48.99,44.35,43.0535,1576171200,0
"20",2019-12-12 17:30:00,61.64,55.73,63.2807,1576171800,0
"21",2019-12-12 17:40:00,42.23,39.4,34.9174,1576172400,0
"22",2019-12-12 17:50:00,46.6,42.08,39.6016,1576173000,0
"23",2019-12-12 18:00:00,45.44,41.28,44.6526,1576173600,0
"24",2019-12-12 18:10:00,36.52,37.59,39.3152,1576174200,0
"25",2019-12-12 18:20:00,64.66,59.57,76.8996,1576174800,0
"26",2019-12-12 18:30:00,58.43,52.27,59.1647,1576175400,0
"27",2019-12-12 18:40:00,47.33,41.17,42.377,1576176000,0
"28",2019-12-12 19:00:00,42.53,39.14,35.4202,1576177200,0
"29",2019-12-12 19:10:00,40.43,38.71,36.2622,1576177800,0
"30",2019-12-12 19:20:00,39.15,38,32.8242,1576178400,0
"31",2019-12-12 19:30:00,39.7,39.12,40.3671,1576179000,0
"32",2019-12-12 19:40:00,39.58,38.69,43.6882,1576179600,0
"33",2019-12-12 19:50:00,37.6,37.47,36.8326,1576180200,0
"34",2019-12-12 20:00:00,39.97,37.87,42.2789,1576180800,0
"35",2019-12-12 20:10:00,39.16,36.26,40.035,1576181400,0
"36",2019-12-12 20:20:00,32.02,31.18,28.6675,1576182000,0
"37",2019-12-12 20:30:00,32.31,31.58,32.8551,1576182600,0
"38",2019-12-12 20:40:00,27.53,25.53,22.8866,1576183200,0
"39",2019-12-12 20:50:00,26.34,27.77,27.6454,1576183800,0
"40",2019-12-12 21:00:00,23.8,27.21,23.0233,1576184400,0
"41",2019-12-12 21:10:00,27.24,28.48,28.2786,1576185000,0
"42",2019-12-12 21:20:00,36.57,36.67,35.7694,1576185600,0
"43",2019-12-12 21:30:00,28.93,27.47,28.6096,1576186200,0
"44",2019-12-12 21:40:00,19.07,18.21,15.4112,1576186800,0
"45",2019-12-12 22:00:00,35.46,33.27,31.3635,1576188000,0
"46",2019-12-12 22:10:00,23.63,23.19,19.6486,1576188600,0
"47",2019-12-12 22:20:00,20.24,19.33,15.8352,1576189200,0
"48",2019-12-12 22:30:00,19.41,20.02,14.4386,1576189800,0
"49",2019-12-12 22:40:00,19.74,20.73,13.5672,1576190400,0
"50",2019-12-12 22:50:00,22.85,23.53,19.2148,1576191000,0
"51",2019-12-12 23:00:00,17.8,19.14,10.1739,1576191600,0
"52",2019-12-12 23:10:00,19.43,19.96,14.254,1576192200,0
"53",2019-12-12 23:20:00,15.71,17.22,9.5934,1576192800,0
"54",2019-12-12 23:30:00,16.8,17.2,11.5801,1576193400,0
"55",2019-12-12 23:40:00,18.2,18.42,13.2162,1576194000,0
"56",2019-12-12 23:50:00,13.64,14.87,10.4211,1576194600,0
"57",2019-12-13 00:00:00,15.86,16.66,9.6456,1576195200,0
"58",2019-12-13 00:10:00,20.55,20.34,18.5741,1576195800,0
"59",2019-12-13 00:20:00,13.7,15.3,7.8352,1576196400,0
"60",2019-12-13 00:30:00,12.3,14.15,8.0313,1576197000,0
"61",2019-12-13 00:40:00,8.96,11.12,3.398,1576197600,0
"62",2019-12-13 01:00:00,5.46,7.94,2.9823,1576198800,0
"63",2019-12-13 01:10:00,7.71,9.75,2.2309,1576199400,0
"64",2019-12-13 01:20:00,5.5,7.71,1.8764,1576200000,0
"65",2019-12-13 01:30:00,7.86,9.96,3.3095,1576200600,0
"66",2019-12-13 01:40:00,9.54,10.99,4.0525,1576201200,0
"67",2019-12-13 01:50:00,7.65,10.17,2.078,1576201800,0
"68",2019-12-13 02:00:00,8.42,9.44,3.425,1576202400,0
"69",2019-12-13 02:10:00,8.05,11.24,3.2032,1576203000,0
"70",2019-12-13 02:20:00,10.04,10.15,4.8107,1576203600,0
