"","Date[UTC]","RLM","RF","Reference","timestamp","Status"
"1",2019-12-12 14:10:00,31.9,31.13,25.9021,1576159800,0
"2",2019-12-12 14:20:00,30.45,30.26,22.5316,1576160400,0
"3",2019-12-12 14:30:00,30.75,30.56,25.2069,1576161000,0
"4",2019-12-12 14:40:00,30.73,31.45,24.7012,1576161600,0
"5",2019-12-12 14:50:00,34.02,33.08,26.9947,1576162200,0
"6",2019-12-12 15:00:00,36.08,37.32,31.8217,1576162800,0
"7",2019-12-12 15:10:00,40.04,39.79,36.954,1576163400,0
"8",2019-12-12 15:20:00,29.56,33.07,24.644,1576164000,0
"9",2019-12-12 15:30:00,41.02,39.68,36.7554,1576164600,0
"10",2019-12-12 15:40:00,47.04,44.34,52.2163,1576165200,0
"11",2019-12-12 16:00:00,47.38,43.89,54.2376,1576166400,0
"12",2019-12-12 16:10:00,62.04,60.37,70.717,1576167000,0
"13",2019-12-12 16:20:00,61.83,59.06,67.6865,1576167600,0
"14",2019-12-12 16:30:00,54.12,49.78,57.5391,1576168200,0
"15",2019-12-12 16:40:00,68.43,61.08,76.776,1576168800,0
"16",2019-12-12 16:50:00,72.33,66.85,75.0825,1576169400,0
"17",2019-12-12 17:00:00,57.73,52.72,54.8805,1576170000,0
"18",2019-12-12 17:10:00,45.46,40.52,40.7634,1576170600,0
"19",2019-12-12 17:20:00,44.12,39.82,43.0535,1576171200,0
"20",2019-12-12 17:30:00,56.79,51.03,63.2807,1576171800,0
"21",2019-12-12 17:40:00,38.04,37.26,34.9174,1576172400,0
"22",2019-12-12 17:50:00,42.69,39.35,39.6016,1576173000,0
"23",2019-12-12 18:00:00,41.24,38.6,44.6526,1576173600,0
"24",2019-12-12 18:10:00,33.15,35.43,39.3152,1576174200,0
"25",2019-12-12 18:20:00,61.92,55.96,76.8996,1576174800,0
"26",2019-12-12 18:30:00,54.89,48.4,59.1647,1576175400,0
"27",2019-12-12 18:40:00,44.52,39.41,42.377,1576176000,0
"28",2019-12-12 19:00:00,41.65,38.4,35.4202,1576177200,0
"29",2019-12-12 19:10:00,38.68,37.08,36.2622,1576177800,0
"30",2019-12-12 19:20:00,37.25,36.86,32.8242,1576178400,0
"31",2019-12-12 19:30:00,38.01,37.4,40.3671,1576179000,0
"32",2019-12-12 19:40:00,38.92,37.22,43.6882,1576179600,0
"33",2019-12-12 19:50:00,36.87,35.75,36.8326,1576180200,0
"34",2019-12-12 20:00:00,38.72,36.2,42.2789,1576180800,0
"35",2019-12-12 20:10:00,38.85,35.77,40.035,1576181400,0
"36",2019-12-12 20:20:00,30.8,29.34,28.6675,1576182000,0
"37",2019-12-12 20:30:00,32.73,31.31,32.8551,1576182600,0
"38",2019-12-12 20:40:00,26.34,23.99,22.8866,1576183200,0
"39",2019-12-12 20:50:00,25.33,26.03,27.6454,1576183800,0
"40",2019-12-12 21:00:00,22.87,25.48,23.0233,1576184400,0
"41",2019-12-12 21:10:00,26.71,27.02,28.2786,1576185000,0
"42",2019-12-12 21:20:00,35.25,34.89,35.7694,1576185600,0
"43",2019-12-12 21:30:00,28.33,26.54,28.6096,1576186200,0
"44",2019-12-12 21:40:00,18.79,16.99,15.4112,1576186800,0
"45",2019-12-12 22:00:00,33.6,32.1,31.3635,1576188000,0
"46",2019-12-12 22:10:00,22.63,22.35,19.6486,1576188600,0
"47",2019-12-12 22:20:00,18.72,16.92,15.8352,1576189200,0
"48",2019-12-12 22:30:00,17.58,16.77,14.4386,1576189800,0
"49",2019-12-12 22:40:00,17.44,17.01,13.5672,1576190400,0
"50",2019-12-12 22:50:00,20.56,19.6,19.2148,1576191000,0
"51",2019-12-12 23:00:00,15.41,15.89,10.1739,1576191600,0
"52",2019-12-12 23:10:00,16.57,16.55,14.254,1576192200,0
"53",2019-12-12 23:20:00,13.23,14.26,9.5934,1576192800,0
"54",2019-12-12 23:30:00,14.65,15.37,11.5801,1576193400,0
"55",2019-12-12 23:40:00,16.7,16.65,13.2162,1576194000,0
"56",2019-12-12 23:50:00,11.31,12.77,10.4211,1576194600,0
"57",2019-12-13 00:00:00,13.23,14.47,9.6456,1576195200,0
"58",2019-12-13 00:10:00,18.2,17.4,18.5741,1576195800,0
"59",2019-12-13 00:20:00,11.72,13.32,7.8352,1576196400,0
"60",2019-12-13 00:30:00,10.27,12.18,8.0313,1576197000,0
"61",2019-12-13 00:40:00,7.99,9.67,3.398,1576197600,0
"62",2019-12-13 01:00:00,4.3,6.27,2.9823,1576198800,0
"63",2019-12-13 01:10:00,5.78,7.67,2.2309,1576199400,0
"64",2019-12-13 01:20:00,5.13,6.84,1.8764,1576200000,0
"65",2019-12-13 01:30:00,6.62,8.14,3.3095,1576200600,0
"66",2019-12-13 01:40:00,7,8.36,4.0525,1576201200,0
"67",2019-12-13 01:50:00,5.53,7.82,2.078,1576201800,0
"68",2019-12-13 02:00:00,6.25,7.2,3.425,1576202400,0
"69",2019-12-13 02:10:00,4.96,8.61,3.2032,1576203000,0
"70",2019-12-13 02:20:00,6.48,7.63,4.8107,1576203600,0
"71",2019-12-13 02:30:00,7.58,6.69,4.0765,1576204200,0
"72",2019-12-13 02:40:00,10.11,7.59,5.8002,1576204800,0
"73",2019-12-13 02:50:00,8.61,6.94,4.0365,1576205400,0
"74",2019-12-13 03:00:00,10.73,7.73,7.244,1576206000,0
"75",2019-12-13 03:10:00,14.22,13.05,9.6918,1576206600,0
"76",2019-12-13 03:20:00,13.04,13.69,8.28,1576207200,0
"77",2019-12-13 03:30:00,13.13,13.86,9.0045,1576207800,0
"78",2019-12-13 03:40:00,20.4,19.8,16.3109,1576208400,0
"79",2019-12-13 04:30:00,38.53,32.9,38.4648,1576211400,0
"80",2019-12-13 04:40:00,51.82,40.06,54.0793,1576212000,0
"81",2019-12-13 04:50:00,52.67,40.45,50.6946,1576212600,0
"82",2019-12-13 05:00:00,72.07,62.09,73.4416,1576213200,0
"83",2019-12-13 05:10:00,107.5,90.19,114.0831,1576213800,0
"84",2019-12-13 05:20:00,95.85,83.14,97.8034,1576214400,0
"85",2019-12-13 05:30:00,103.29,86.13,98.0061,1576215000,0
"86",2019-12-13 05:40:00,57.59,48.48,45.9107,1576215600,0
"87",2019-12-13 05:50:00,117.32,97.38,134.6669,1576216200,0
"88",2019-12-13 06:00:00,154.92,124.6,160.0045,1576216800,0
"89",2019-12-13 06:10:00,121.8,101.79,132.2091,1576217400,0
"90",2019-12-13 06:20:00,93.45,82.25,91.3739,1576218000,0
"91",2019-12-13 06:30:00,95.57,82.01,91.8013,1576218600,0
"92",2019-12-13 06:40:00,129.58,111.8,134.0788,1576219200,0
"93",2019-12-13 07:00:00,66.65,60.38,80.9557,1576220400,0
"94",2019-12-13 07:10:00,55.16,48.78,45.7806,1576221000,0
"95",2019-12-13 07:20:00,37.25,36.24,30.1816,1576221600,0
"96",2019-12-13 07:30:00,38.03,36.19,30.9094,1576222200,0
"97",2019-12-13 07:40:00,34.85,37.07,33.9434,1576222800,0
"98",2019-12-13 07:50:00,33,37.59,29.7516,1576223400,0
"99",2019-12-13 08:00:00,30.22,36.15,28.2506,1576224000,0
"100",2019-12-13 08:10:00,42.18,41.45,37.2028,1576224600,0
"101",2019-12-13 08:20:00,30.8,35.86,27.1524,1576225200,0
"102",2019-12-13 08:30:00,16.95,22.08,18.1631,1576225800,0
"103",2019-12-13 08:40:00,28.69,32.79,29.146,1576226400,0
"104",2019-12-13 08:50:00,16.57,20.13,17.6206,1576227000,0
"105",2019-12-13 09:00:00,16.2,17.88,14.9589,1576227600,0
"106",2019-12-13 09:10:00,10.95,14.87,12.7526,1576228200,0
"107",2019-12-13 09:20:00,14.34,17.16,18.3539,1576228800,0
