"","Date","SO2_ppb","NOx_ppb","NO2_ppb","NO_ppb","O3_ppb","CO_ppb","DRUCK_hPa","TEMP_C","FEUCHTE_%","WIRI_GRAD","WIGE_m/s","WIGEM_m/s","REGEN_mm","P_Anz_1/cm3","PM10_kon_ug/m3","Russ_25_ug/m3","timestamp"
"4038",2018-06-29 00:00:00,0.1001,4.4692,4.4758,-0.0067,42.3021,131.05,965.7081,16.1,74,76.2595,2.6142,4.52,0,3407.8721,6.9256,0.1346,1530230400
"4039",2018-06-29 00:10:00,0.1483,2.015,2.1867,-0.1717,44.4914,129.2833,965.6578,15.8,74.9,54.0064,2.8127,4.57,0,2288.387,7.0332,0.1237,1530231000
"4040",2018-06-29 00:20:00,0.1417,4.745,4.3183,0.4267,42.5895,126.6333,965.6799,15.9,75.4,84.517,2.4987,4.16,0,7552.9424,8.3911,0.1532,1530231600
"4041",2018-06-29 00:30:00,0.129,5.9092,5.2458,0.6633,41.8668,128.4583,965.7582,16.4,73.5,90.0662,2.437,3.96,0,8498.1846,8.5443,0.1928,1530232200
"4042",2018-06-29 00:40:00,0.1129,1.9083,2.2333,-0.325,43.9108,128.15,965.7672,16.5,73.9,70.1102,2.5942,4.74,0,2434.9568,7.6697,0.1478,1530232800
"4043",2018-06-29 00:50:00,0.1561,1.9525,1.9933,-0.0408,43.3952,129.8333,965.6852,16.5,74.9,70.5858,2.9582,4.71,0,2621.7517,7.7505,0.0842,1530233400
"4044",2018-06-29 01:00:00,0.1496,2.0817,2.1058,-0.0242,42.4446,131.2083,965.5695,16.4,75.4,58.6469,2.022,3.37,0,2453.834,7.5802,0.1261,1530234000
"4045",2018-06-29 01:10:00,0.1651,2.11,2.15,-0.04,42.0116,132.75,965.4772,16.5,75.5,57.3421,2.398,4.76,0,2395.2258,8.7702,0.1323,1530234600
"4046",2018-06-29 01:20:00,0.1463,1.6683,1.9308,-0.2625,41.0892,132.525,965.5632,16.5,75.6,56.5839,2.7205,4.55,0,2351.1462,9.7661,0.1296,1530235200
"4047",2018-06-29 01:30:00,0.1385,2.0458,2.0917,-0.0458,40.3749,132.575,965.5703,16.4,76,49.4631,2.853,4.62,0,2344.7219,9.9126,0.1076,1530235800
"4048",2018-06-29 01:40:00,0.1651,2.3633,2.5617,-0.1983,39.6468,134.4917,965.4195,16.5,76.4,46.9986,3.3885,5.27,0,2340.8674,9.5603,0.1412,1530236400
"4049",2018-06-29 01:50:00,0.1203,2.6492,2.5558,0.0933,38.4017,135.55,965.3307,16.5,76.8,57.3332,2.8392,5.14,0,2306.77,9.86,0.1366,1530237000
"4050",2018-06-29 02:00:00,0.1705,2.5408,2.79,-0.2492,37.9068,137.45,965.2827,16.6,77.3,62.7829,2.853,4.34,0,2272.2771,10.219,0.1108,1530237600
"4051",2018-06-29 02:10:00,0.141,2.5758,2.5092,0.0667,37.7623,133.8667,965.2898,16.6,76.8,53.5973,3.0412,6.08,0,2129.7595,10.5273,0.1293,1530238200
"4052",2018-06-29 02:20:00,0.1193,2.505,2.555,-0.05,37.6662,135.7333,965.2491,16.7,77.2,57.3876,2.8088,4.6,0,2071.2502,9.8664,0.1182,1530238800
"4053",2018-06-29 02:30:00,0.1222,2.1717,2.4617,-0.29,37.4272,135.9583,965.1379,16.5,77.2,48.654,3.2818,6.45,0,2010.9618,9.1117,0.1183,1530239400
"4054",2018-06-29 02:40:00,0.1212,2.46,2.6108,-0.1508,36.6978,137.4583,965.0601,16.6,77.1,44.0055,3.339,6.04,0,2013.5315,9.6892,0.1354,1530240000
"4055",2018-06-29 02:50:00,0.0832,2.1992,2.4117,-0.2125,36.3968,136.6583,965.0459,16.6,77.3,63.6154,3.4078,6.32,0,2082.4182,9.6518,0.1056,1530240600
"4056",2018-06-29 03:00:00,0.0971,2.4875,2.5975,-0.11,36.0363,137.9167,964.9849,16.6,77.2,62.7934,2.6192,4.92,0,2149.5261,9.7211,0.1372,1530241200
"4057",2018-06-29 03:10:00,0.1348,2.27,2.3908,-0.1208,35.5439,136.2333,964.9706,16.5,77.4,55.3496,3.0798,5.75,0,2112.7603,9.8906,0.0995,1530241800
"4058",2018-06-29 03:20:00,0.0938,2.4417,2.6792,-0.2375,35.3918,136.5333,964.9622,16.5,77.6,47.2295,3.4912,5.48,0,2081.1335,10.044,0.1283,1530242400
"4059",2018-06-29 03:30:00,0.1422,2.3333,2.3208,0.0125,34.7901,137.325,964.8943,16.5,77.9,50.8199,3.2277,5.25,0,2145.9683,10.1458,0.1494,1530243000
"4060",2018-06-29 03:40:00,0.1367,2.315,2.7308,-0.4158,33.9762,137.525,964.9454,16.4,78.7,42.2933,2.844,4.7,0,2215.448,10.7275,0.1081,1530243600
"4061",2018-06-29 03:50:00,0.0933,2.5492,2.825,-0.2758,33.7587,141.075,965.0217,16.5,78.4,45.4481,2.915,4.95,0,2284.7302,11.8083,0.1413,1530244200
"4062",2018-06-29 04:00:00,0.1186,2.9958,3.1567,-0.1608,33.0595,140.0667,965.0673,16.5,78.4,42.3809,2.2127,3.67,0,2204.4775,11.3844,0.1265,1530244800
"4063",2018-06-29 04:10:00,0.1513,3.135,3.1917,-0.0567,32.7931,141.2667,965.0721,16.5,78,51.5231,1.5157,3.67,0,2283.4453,10.1237,0.1338,1530245400
"4064",2018-06-29 04:20:00,0.1278,3.2875,3.3333,-0.0458,32.5846,142.2833,964.9978,16.7,77.7,50.8508,1.3612,2.36,0,2323.1763,10.0601,0.1537,1530246000
"4065",2018-06-29 04:30:00,0.0921,3.7725,3.6733,0.0992,31.9629,146.0417,964.9797,16.6,78.5,44.8611,2.2267,4.66,0,2366.2676,10.2898,0.1507,1530246600
"4066",2018-06-29 04:40:00,0.1316,4.25,4.2392,0.0108,31.4862,148.5417,965.0032,16.7,77.8,50.1817,2.1075,4.04,0,2699.0396,10.8588,0.1794,1530247200
"4067",2018-06-29 04:50:00,0.1022,4.6225,4.7808,-0.1583,30.56,147.5583,964.9678,16.6,77.5,34.8404,2.2382,3.47,0,2895.7178,10.5525,0.169,1530247800
"4068",2018-06-29 05:00:00,0.1499,5.2633,5.4192,-0.1558,29.7657,151.3917,964.9836,16.7,77.7,45.7623,2.2292,3.59,0,3087.0591,10.4297,0.2046,1530248400
"4069",2018-06-29 05:10:00,0.1029,5.4958,5.3975,0.0983,29.5047,153.6583,965.0675,16.8,78.4,51.2933,2.1048,3.69,0,2923.49,11.3262,0.2145,1530249000
"4070",2018-06-29 05:20:00,0.1214,5.985,5.93,0.055,28.8369,152.1333,965.0675,16.7,78.4,43.3381,2.2327,3.69,0,3023.5093,11.5703,0.1937,1530249600
"4071",2018-06-29 05:30:00,0.0812,6.6225,6.32,0.3025,28.7268,151.6083,965.1041,16.8,78,46.3551,2.442,4.25,0,3938.7061,11.8535,0.2429,1530250200
"4072",2018-06-29 05:40:00,0.0892,6.0725,5.91,0.1625,29.3062,146.3333,965.157,16.9,77.5,44.9872,3.1758,6.32,0,3623.4277,10.9051,0.2553,1530250800
"4073",2018-06-29 05:50:00,0.1432,4.615,4.4908,0.1242,29.8458,145.1917,965.1791,16.9,77,39.0145,3.0815,4.81,0,2637.8616,10.8317,0.1999,1530251400
"4074",2018-06-29 06:00:00,0.0987,4.9592,4.9367,0.0225,29.3527,145.5,965.155,17,77.8,34.6052,3.0418,5.36,0,2675.4182,11.2855,0.1861,1530252000
"4075",2018-06-29 06:10:00,0.1106,4.8642,4.7233,0.1408,29.6193,148.35,965.1848,17.2,77,36.5285,3.5157,6.25,0,2800.146,12.502,0.2049,1530252600
"4076",2018-06-29 06:20:00,0.0889,5.0133,5.0617,-0.0483,29.9147,147.5167,965.2511,17.2,75.6,39.7038,3.8605,6.08,0,3481.5029,11.9427,0.2136,1530253200
"4077",2018-06-29 06:30:00,0.1381,5.9767,5.1983,0.7783,30.0578,141.7583,965.2239,17.4,74.6,43.0804,3.8952,5.8,0,3761.4978,10.9613,0.1839,1530253800
"4078",2018-06-29 06:40:00,0.1183,5.3525,5.17,0.1825,29.4198,144.5083,965.2694,17.4,74.8,46.9886,3.5468,6.39,0,2718.2131,9.8332,0.213,1530254400
"4079",2018-06-29 06:50:00,0.1269,5.3992,5.1942,0.205,29.722,146.3417,965.3066,17.3,75.5,40.8331,3.4223,5.41,0,3464.6025,10.9613,0.2042,1530255000
"4080",2018-06-29 07:00:00,0.1297,4.7792,4.505,0.2742,30.1612,144.625,965.3491,17.4,74.9,41.8779,3.7638,5.96,0,2805.0876,11.1872,0.1996,1530255600
"4081",2018-06-29 07:10:00,0.1742,4.0367,3.645,0.3917,30.8339,143.4917,965.3177,17.6,73.6,41.585,3.3605,5.5,0,2412.4229,10.6401,0.1802,1530256200
"4082",2018-06-29 07:20:00,0.0967,4.1017,3.8792,0.2225,30.9967,142.2333,965.3513,17.7,74.3,41.6799,3.9212,5.68,0,2195.1873,10.7336,0.185,1530256800
"4083",2018-06-29 07:30:00,0.1064,3.8217,3.3925,0.4292,31.4384,144.05,965.3561,17.7,72.7,40.5336,3.7083,6.16,0,2287.7939,10.1215,0.1903,1530257400
"4084",2018-06-29 07:40:00,0.1366,3.8008,3.5992,0.2017,31.1698,143.3583,965.4001,17.9,72.6,44.2085,3.54,5.23,0,2492.1814,10.4238,0.1606,1530258000
"4085",2018-06-29 07:50:00,0.1277,3.6458,3.3833,0.2625,31.9834,145.225,965.5604,18,72.3,47.7839,3.9843,7.12,0,2569.7654,9.6888,0.179,1530258600
"4086",2018-06-29 08:00:00,0.1116,3.6875,3.2942,0.3933,32.3769,143.8083,965.6478,18.1,71.1,42.5997,4.1335,7.71,0,2071.7444,9.4715,0.1685,1530259200
"4087",2018-06-29 08:10:00,0.1137,3.2692,2.86,0.4092,32.908,140.9,965.7534,18.3,71,36.6855,4.8482,7.49,0,1791.7495,9.6273,0.1593,1530259800
"4088",2018-06-29 08:20:00,0.1153,4.0592,3.75,0.3092,32.0652,143.6667,965.8579,18.2,71,40.2462,4.3537,7.98,0,1941.9762,9.5496,0.1717,1530260400
"4089",2018-06-29 08:30:00,0.123,3.9158,3.565,0.3508,31.7882,144.8333,965.8768,18,72.9,42.0363,3.9107,7.47,0,2194.7917,11.1519,0.1743,1530261000
"4090",2018-06-29 08:40:00,0.1291,4.3792,4.2117,0.1675,32.1194,143.7917,965.8757,17.9,72.6,41.3238,4.1695,5.36,0,2620.2693,12.7747,0.1898,1530261600
"4091",2018-06-29 08:50:00,0.0929,4.3858,4.0483,0.3375,32.6432,145.3,965.8734,18.2,72,43.8179,3.8985,6.66,0,2430.0151,11.2679,0.174,1530262200
"4092",2018-06-29 09:00:00,0.1207,3.7667,3.6367,0.13,33.4144,144.4833,965.8749,18,71.3,24.3656,3.8878,6.28,0,2306.5723,10.0151,0.1732,1530262800
"4093",2018-06-29 09:10:00,0.1076,4.0883,3.755,0.3333,33.5587,143.8083,965.8605,18.2,71,28.0889,3.1817,4.83,0,2470.9321,9.5232,0.176,1530263400
"4094",2018-06-29 09:20:00,0.1602,3.8765,3.42,0.4566,34.2144,143.44,965.7419,18.7,70,25.4295,3.5015,5.26,0,2274.5503,10.7898,0.1779,1530264000
"4095",2018-06-29 09:30:00,NA,NA,NA,NA,NA,NA,965.7003,19,69.4,34.1211,3.4852,5.28,0,2833.6504,10.6496,0.1752,1530264600
"4096",2018-06-29 09:40:00,NA,NA,NA,NA,NA,NA,965.6868,19.2,68.2,35.3609,3.6168,6.22,0,2669.1919,10.5568,0.1827,1530265200
"4097",2018-06-29 09:50:00,NA,NA,NA,NA,NA,NA,965.6693,19.7,67.2,39.3469,3.5822,5.13,0,2491.0942,10.9148,0.1791,1530265800
"4098",2018-06-29 10:00:00,NA,NA,NA,NA,NA,NA,965.6191,19.3,67.7,49.4408,3.8668,5.83,0,2966.2849,10.4572,0.1869,1530266400
"4099",2018-06-29 10:10:00,NA,NA,NA,NA,NA,NA,965.5939,20.1,65,58.2446,3.764,5.9,0,4769.499,10.4435,0.1949,1530267000
"4100",2018-06-29 10:20:00,NA,NA,NA,NA,NA,171.8167,965.5074,20.9,63.3,43.268,3.8622,6.5,0,3834.9309,10.1676,0.1958,1530267600
"4101",2018-06-29 10:30:00,NA,NA,NA,NA,NA,166.7333,965.5372,21,63.5,30.2957,4.3927,6.61,0,2944.7393,9.8345,0.1773,1530268200
"4102",2018-06-29 10:40:00,NA,NA,NA,NA,NA,161.7167,965.5001,20.3,65.3,31.0511,4.5807,7.31,0,2151.8982,10.8802,0.1884,1530268800
"4103",2018-06-29 10:50:00,NA,NA,NA,NA,NA,155.725,965.4635,20.4,64.6,48.8425,3.967,5.81,0,2075.5989,NA,0.1835,1530269400
"4104",2018-06-29 11:00:00,NA,NA,NA,NA,NA,153.0833,965.4841,21.7,62.3,45.4533,3.7493,7.5,0,2143.3984,NA,0.1837,1530270000
"4105",2018-06-29 11:10:00,NA,NA,NA,NA,NA,155.4917,965.4917,21.8,61.1,42.0604,4.6892,7.43,0,2328.5134,NA,0.1974,1530270600
"4106",2018-06-29 11:20:00,0.1539,3.1075,2.7767,0.3308,39.9595,155.9833,965.4777,22.5,59.6,56.0425,4.2435,6.98,0,3196.3689,14.7583,0.2084,1530271200
"4107",2018-06-29 11:30:00,0.0968,2.8667,2.7442,0.1225,40.3696,157.3083,965.4803,22.9,58.4,41.658,4.7193,7.38,0,3061.4614,15.9379,0.2124,1530271800
"4108",2018-06-29 11:40:00,NA,NA,NA,NA,NA,NA,965.4612,21.6,62.5,54.1922,3.778,6.31,0,4490.916,15.2029,0.2207,1530272400
"4109",2018-06-29 11:50:00,0.194,3.8202,3.2319,0.5882,42.4066,165.4034,965.382,21.6,62.2,50.0989,3.4406,5.43,0,NA,14.3024,0.2351,1530273000
"4110",2018-06-29 12:00:00,0.2082,3.4642,3.1975,0.2667,43.1522,169.6917,965.2595,21.1,63.6,54.0131,3.6127,5.34,0,4811.3057,15.2392,0.2447,1530273600
"4111",2018-06-29 12:10:00,0.2393,4.1242,3.7392,0.385,44.6685,167.4833,965.1303,22,60.8,70.2161,3.5237,5.03,0,5294.9956,16.6894,0.2282,1530274200
"4112",2018-06-29 12:20:00,0.1827,3.22,3.1317,0.0883,46.1007,166.9167,965.0881,21.9,61.3,60.3656,3.3072,5.54,0,4969.2412,15.5453,0.2339,1530274800
"4113",2018-06-29 12:30:00,0.161,2.9883,3.0392,-0.0508,46.7702,168.8167,965.0372,22.1,61.3,59.7939,3.498,6.68,0,6144.7646,16.2273,0.2392,1530275400
"4114",2018-06-29 12:40:00,0.1373,3.2283,2.655,0.5733,47.0042,168.0917,964.9706,22.4,59.9,61.5845,3.5982,5.37,0,4630.4404,17.3208,0.2422,1530276000
"4115",2018-06-29 12:50:00,0.1287,2.4608,2.4642,-0.0033,46.5218,167.625,964.9335,22.9,59.8,28.2859,3.8567,5.55,0,2883.2649,17.0753,0.2215,1530276600
"4116",2018-06-29 13:00:00,0.1056,3.5358,3.3617,0.1742,45.9391,166.9583,964.8419,22.3,61.6,44.9789,2.4128,3.95,0,3362.8042,16.7974,0.2394,1530277200
"4117",2018-06-29 13:10:00,0.0629,2.5958,2.5633,0.0325,49.027,163.55,964.7667,22.2,61.3,52.3629,3.8572,6.4,0,3137.2666,16.9273,0.2089,1530277800
"4118",2018-06-29 13:20:00,0.1082,2.6317,2.4217,0.21,50.3085,160.4667,964.6026,23.1,57.8,55.6173,3.7832,5.69,0,3375.0596,14.2058,0.1999,1530278400
"4119",2018-06-29 13:30:00,0.1167,2.8233,2.7492,0.0742,50.4398,160.95,964.5431,22.6,58.5,43.0976,4.1622,6.39,0,3770.4917,12.9818,0.2039,1530279000
"4120",2018-06-29 13:40:00,0.1549,3.3092,2.9758,0.3333,51.3298,162.4,964.467,23.2,57.3,52.5114,3.7897,5.43,0,3725.8191,14.8249,0.2133,1530279600
"4121",2018-06-29 13:50:00,0.1747,2.6417,2.5508,0.0908,53.0088,160.7667,964.3389,23.5,56.7,48.0883,3.7908,7.15,0,4368.0381,16.4909,0.1945,1530280200
"4122",2018-06-29 14:00:00,0.1543,2.9733,3.0583,-0.085,53.5057,162.8917,964.3101,24.9,53.1,50.779,4.6623,6.99,0,5237.9692,14.6776,0.222,1530280800
"4123",2018-06-29 14:10:00,0.2086,2.6592,2.685,-0.0258,54.3211,162.9333,964.2623,23.8,55.3,51.4748,3.9432,6.91,0,4959.7529,15.9327,0.232,1530281400
"4124",2018-06-29 14:20:00,0.196,6.7583,5.455,1.3033,52.7956,170.05,964.1926,23.7,55.8,51.5152,3.5877,5.91,0,6224.6221,16.4764,0.2995,1530282000
"4125",2018-06-29 14:30:00,0.2564,3.0842,3.0308,0.0533,54.4607,163.5667,964.124,24.3,55.4,52.054,3.4383,6.03,0,6768.7983,15.4853,0.2262,1530282600
"4126",2018-06-29 14:40:00,0.1864,3.0758,2.955,0.1208,54.8677,163.9333,963.981,24.4,54.4,42.8778,4.312,6.9,0,6326.9146,15.5891,0.2168,1530283200
"4127",2018-06-29 14:50:00,0.1906,3.1333,2.9425,0.1908,54.3658,165.0917,963.9599,24.2,55.6,45.2195,3.639,5.47,0,4908.3599,15.3714,0.2372,1530283800
"4128",2018-06-29 15:00:00,0.1309,4.2067,3.7075,0.4992,53.9643,165.825,963.85,23.9,56.4,55.8677,3.3192,5.38,0,3977.7451,17.379,0.2458,1530284400
"4129",2018-06-29 15:10:00,0.1121,2.6083,2.4592,0.1492,55.6042,162.1167,963.7865,24.6,53.5,61.378,4.1347,6.66,0,3176.0093,16.9938,0.2286,1530285000
"4130",2018-06-29 15:20:00,0.1197,2.7592,2.6725,0.0867,55.6511,161.2167,963.6342,25.1,52.5,38.3684,3.7697,6.67,0,3320.0093,15.627,0.2449,1530285600
"4131",2018-06-29 15:30:00,0.1339,2.7125,2.6533,0.0592,56.0832,160.8583,963.5586,24.6,54.1,46.6069,3.5165,6.05,0,3588.6384,16.9116,0.2474,1530286200
"4132",2018-06-29 15:40:00,0.1613,2.7108,2.76,-0.0492,56.6765,161.675,963.4988,25,53.5,53.1327,3.6067,5.54,0,3613.4456,17.4531,0.2512,1530286800
"4133",2018-06-29 15:50:00,0.1448,2.9492,2.6633,0.2858,56.9894,164.8167,963.4803,24.9,53.4,51.564,2.8098,5.14,0,3690.4368,17.099,0.2581,1530287400
"4134",2018-06-29 16:00:00,0.1045,3.0183,2.7858,0.2325,57.6131,161.1333,963.4559,24.9,52.8,48.9135,4.0407,6.33,0,3723.0518,16.7488,0.2547,1530288000
"4135",2018-06-29 16:10:00,0.1592,2.2425,2.3625,-0.12,57.6152,162.0833,963.3854,25,53.4,48.6459,3.4995,6.43,0,3731.3538,17.0478,0.2539,1530288600
"4136",2018-06-29 16:20:00,0.0767,2.265,2.1842,0.0808,57.9558,159.6167,963.3589,25,53,49.162,3.5393,5.63,0,3804.9846,16.7393,0.2498,1530289200
"4137",2018-06-29 16:30:00,0.0954,2.435,2.3267,0.1083,58.229,160.9833,963.3547,25,52.7,60.4897,3.586,6.15,0,3912.1199,18.0933,0.2508,1530289800
"4138",2018-06-29 16:40:00,0.1317,2.7892,2.6867,0.1025,58.0572,161.1167,963.3536,25.5,52.2,49.7086,3.7137,6.61,0,4152.4824,18.346,0.2541,1530290400
"4139",2018-06-29 16:50:00,0.116,2.9633,2.7,0.2633,57.7694,166.9833,963.3582,24.7,54,63.015,2.8653,4.34,0,5430.2988,18.1511,0.2535,1530291000
"4140",2018-06-29 17:00:00,0.1255,5.1542,4.58,0.5742,56.33,172.975,963.389,25.5,52.1,67.3545,3.0193,4.89,0,5201.9937,18.1521,0.3219,1530291600
"4141",2018-06-29 17:10:00,0.1541,29.2175,19.6183,9.5992,48.0135,237.7167,963.3519,25.1,52,78.618,3.1592,5.37,0,7591.6851,17.8214,0.5756,1530292200
"4142",2018-06-29 17:20:00,0.17,46.9317,31.7908,15.1408,41.8133,268.9833,963.3862,25.7,51.2,93.9426,2.8258,4.09,0,16128.9082,16.7507,1.1191,1530292800
"4143",2018-06-29 17:30:00,0.1172,12.7525,10.33,2.4225,52.303,194.925,963.4543,25.1,53.5,88.014,2.9262,4.32,0,8702.1758,17.1917,0.4187,1530293400
"4144",2018-06-29 17:40:00,0.1376,9.8608,8.2967,1.5642,53.7102,184.0083,963.377,24.8,54,84.7641,2.8528,4.21,0,7827.106,17.2243,0.4214,1530294000
"4145",2018-06-29 17:50:00,0.1378,14.8625,11.6333,3.2292,50.5677,188.1167,963.4523,24.4,55.2,89.7252,2.4852,3.79,0,6956.8784,18.4307,0.4356,1530294600
"4146",2018-06-29 18:00:00,0.1074,10.625,8.8483,1.7767,52.5572,186.3667,963.3539,24.5,55.6,86.2223,2.584,3.58,0,6681.0347,19.4112,0.4323,1530295200
"4147",2018-06-29 18:10:00,0.1635,8.11,6.97,1.14,54.0013,168.15,963.3521,24.7,53.9,82.3506,2.5887,4.47,0,6360.5181,18.1275,0.4723,1530295800
"4148",2018-06-29 18:20:00,0.1327,5.6808,5.2725,0.4083,54.3681,166.775,963.3541,24.6,54.2,77.7112,2.2838,3.57,0,5607.6055,17.0602,0.3409,1530296400
"4149",2018-06-29 18:30:00,0.1265,4.0825,3.925,0.1575,55.8053,160.05,963.3536,24.6,54.2,74.0931,2.861,4.54,0,5463.7041,18.2264,0.3021,1530297000
"4150",2018-06-29 18:40:00,0.1081,4.5267,4.5542,-0.0275,55.5227,160.0917,963.3536,24.3,55.7,79.0936,2.425,4.09,0,6745.0786,19.0987,0.3237,1530297600
"4151",2018-06-29 18:50:00,0.1021,4.6625,4.5767,0.0858,55.1355,171.5667,963.3521,24.1,56.3,79.2368,2.5853,3.65,0,5960.6382,18.8447,0.3242,1530298200
"4152",2018-06-29 19:00:00,0.144,8.0883,7.3033,0.785,52.9802,170.0083,963.4722,23.6,57.8,84.1125,2.3235,3.47,0,8439.5762,19.5683,0.427,1530298800
"4153",2018-06-29 19:10:00,0.1374,6.6275,6.2217,0.4058,53.2334,168.3333,963.4856,23.7,57.4,77.8913,2.0722,3.53,0,7745.0742,19.2117,0.42,1530299400
"4154",2018-06-29 19:20:00,0.1647,5.095,5.3608,-0.2658,49.865,160.8083,963.593,22,64.5,20.7764,1.1488,1.82,0,6604.3398,20.6897,0.4769,1530300000
"4155",2018-06-29 19:30:00,0.1032,9.6242,9.5633,0.0608,43.6752,183.275,963.67,21.5,66.5,18.6523,1.578,2.12,0,13919.6865,19.3506,0.4869,1530300600
"4156",2018-06-29 19:40:00,0.133,10.3542,10.2283,0.1258,42.0897,188.6583,963.7634,21.4,67.6,21.5718,1.6185,2.03,0,14511.4014,19.6763,0.5856,1530301200
"4157",2018-06-29 19:50:00,0.1322,7.82,7.8567,-0.0367,45.3517,180.3917,963.7806,21.7,66.1,42.194,1.4885,2.12,0,8411.9023,20.5077,0.4854,1530301800
"4158",2018-06-29 20:00:00,0.1607,6.8125,7.0725,-0.26,45.6169,180.5917,963.8511,21,68.8,45.1166,1.5215,2.19,0,6954.0122,21.7689,0.4388,1530302400
"4159",2018-06-29 20:10:00,0.1341,5.7708,5.7333,0.0375,44.8358,174.5667,963.9095,21.6,66.5,34.6192,1.4602,2.14,0,5904.3032,20.4832,0.3901,1530303000
"4160",2018-06-29 20:20:00,0.1422,4.6667,4.7333,-0.0667,45.4236,166.1667,963.9805,20.8,69.7,39.1533,1.6597,2.49,0,4908.4585,19.7441,0.353,1530303600
"4161",2018-06-29 20:30:00,0.1491,6.3417,6.3792,-0.0375,44.3597,193.2667,964.1199,21.2,69.1,52.7097,1.413,2.22,0,8609.2725,21.7959,0.562,1530304200
"4162",2018-06-29 20:40:00,0.1542,6.7517,6.91,-0.1583,42.3797,191.9083,964.1774,20.5,71.6,44.4139,0.8497,1.42,0,7119.459,23.9615,0.5365,1530304800
"4163",2018-06-29 20:50:00,0.2064,7.5242,7.6008,-0.0767,40.7883,202.0167,964.1873,19.8,75.3,56.9404,1.1118,1.73,0,7754.8589,24.6958,0.5737,1530305400
"4164",2018-06-29 21:00:00,0.1762,8.455,8.0875,0.3675,39.9783,199.9667,964.2554,20.3,73.1,62.637,1.2595,2.01,0,7803.6821,25.5795,0.7068,1530306000
"4165",2018-06-29 21:10:00,0.1504,7.6925,8.005,-0.3125,39.5542,206.2583,964.2623,20.6,71.2,39.3572,1.1793,1.76,0,7674.7046,23.7882,0.6558,1530306600
"4166",2018-06-29 21:20:00,0.1261,7.5875,7.5242,0.0633,39.2433,195.5917,964.2598,19.5,76.3,46.8826,0.9927,1.84,0,6747.1538,22.9302,0.5778,1530307200
"4167",2018-06-29 21:30:00,0.1426,7.0417,6.905,0.1367,40.5158,195.3,964.1977,19.7,74.9,47.335,1.2935,2.06,0,5952.04,22.8413,0.5093,1530307800
"4168",2018-06-29 21:40:00,0.1485,5.8458,5.5792,0.2667,41.9001,180.9583,964.1654,19,77.4,40.9561,1.3003,2.15,0,5435.0425,23.2698,0.4435,1530308400
"4169",2018-06-29 21:50:00,0.0792,6.4558,6.4633,-0.0075,41.5804,180.4833,964.1761,19.4,75.6,49.4341,1.0308,1.94,0,5595.0537,22.6781,0.4622,1530309000
"4170",2018-06-29 22:00:00,NA,NA,NA,NA,NA,191.2583,964.2112,20.3,72.7,54.1314,1.2613,2.17,0,5877.5195,22.8454,0.504,1530309600
"4171",2018-06-29 22:10:00,NA,NA,NA,NA,NA,193.5833,964.1751,20.1,73.9,54.4218,1.347,2.27,0,6089.7148,23.6138,0.4723,1530310200
"4172",2018-06-29 22:20:00,NA,NA,NA,NA,NA,190.7667,964.1766,20,74.4,59.6103,1.6195,2.48,0,6256.1499,25.0018,0.4673,1530310800
"4173",2018-06-29 22:30:00,NA,NA,NA,NA,36.7852,216.475,964.1761,20.3,73.3,74.2184,1.265,2.11,0,8804.1719,27.5748,0.6143,1530311400
"4174",2018-06-29 22:40:00,0.209,6.8992,6.765,0.1342,39.9638,188.5583,964.108,20,74.7,61.364,1.4127,1.91,0,6546.9175,25.375,0.4481,1530312000
"4175",2018-06-29 22:50:00,0.1557,11.4517,10.8067,0.645,36.8653,206.475,964.069,19.7,76,71.4719,1.617,2.24,0,8510.835,23.0186,0.6211,1530312600
"4176",2018-06-29 23:00:00,0.1354,9.4692,9.005,0.4642,37.8179,192.1917,964.1052,19.8,75.6,73.1813,1.5352,2.19,0,7017.4634,24.5543,0.5366,1530313200
"4177",2018-06-29 23:10:00,0.1251,6.965,6.8692,0.0958,40.2263,181.8667,964.1746,19.9,75.1,70.4162,1.4252,2.11,0,6404.3013,24.645,0.4409,1530313800
"4178",2018-06-29 23:20:00,0.1522,4.8133,4.7092,0.1042,42.0358,173.625,964.1214,19.9,75.1,69.7784,1.341,1.88,0,4799.248,23.3032,0.3817,1530314400
"4179",2018-06-29 23:30:00,0.1477,9.7967,9.0583,0.7383,38.3388,181.725,963.9932,19.7,76,83.793,1.2565,1.72,0,5997.7998,21.7017,0.4348,1530315000
"4180",2018-06-29 23:40:00,0.1685,22.41,19.5058,2.9042,30.3248,236.0167,963.9574,20.1,74.4,89.9416,1.3277,1.67,0,16014.3604,22.8213,0.7784,1530315600
"4181",2018-06-29 23:50:00,0.1463,7.1642,6.9517,0.2125,40.0543,177.275,963.9317,19.5,76.2,63.6216,1.343,1.87,0,5086.1611,24.4908,0.4437,1530316200
"4182",2018-06-30 00:00:00,0.1392,7.3425,7.1542,0.1883,39.1244,177.3083,963.8463,19.4,76.5,73.6645,1.173,1.74,0,5966.9639,24.1096,0.4636,1530316800
"4183",2018-06-30 00:10:00,0.1539,13.1775,11.2783,1.8992,34.2186,178.7583,963.8458,19.6,75.5,82.8579,1.3162,1.77,0,8518.8398,22.9269,0.5255,1530317400
"4184",2018-06-30 00:20:00,0.12,12.2492,11.3942,0.855,33.7397,176.6583,963.7695,18.8,78.8,84.8871,1.4915,1.91,0,7378.106,22.1741,0.5088,1530318000
