"","rmse","mbe","sdm","sdo","r2","x","y","nrmse"
"res_data_NO2_00_RLM",6.69997508892795,-1.3513800767393,10.9752925119661,10.2556490785643,0.657710464058489,0.639869188149946,-0.131769336722321,0.65329605543269
"res_data_NO2_00_RF",5.36399153004654,-0.175610149858829,8.39078733204435,10.2556490785643,0.727942450062902,-0.522747618763554,-0.0171232604112672,0.523027990618167
