"","rmse","mbe","sdm","sdo","r2","x","y","nrmse"
"res_data_NO2_01_RLM",7.33244384475263,2.98130700840075,9.3095196704989,10.38553551956,0.598908720621118,-0.645031306124398,0.287063387611144,0.706024627323532
"res_data_NO2_01_RF",6.95701709349104,2.84441450684505,7.57162046016306,10.38553551956,0.630469791904713,-0.611327923645954,0.273882314637307,0.669875624650101
