"","rmse","mbe","sdm","sdo","r2","x","y","nrmse"
"res_data_NO_00_RLM",7.27899684559047,1.10041339452396,30.8225498859479,26.1310196958219,0.963383993982368,0.275356179777652,0.042111383609722,0.278557703844765
"res_data_NO_00_RF",5.81447744164816,1.61041183883012,25.2238274302766,26.1310196958219,0.954418673714483,-0.213807716816971,0.0616283580807835,0.222512458730335
