"","date","V_00","NO_00","NO_01","NO2_00","NO2_01","RH_01","T_01","timestamp","delta_time","delta_RH_01","dRH_01_T0_060","dRH_01_T0_090","dRH_01_T0_120","dRH_01_T0_150","REFNO","REFNO2"
"2","2019-12-12 14:10:00",6.22119140625,14.593505859375,23.3642578125,15.8111572265625,11.09619140625,60.8806076049805,6.57037078857422,1576159800,600,0.413131713867188,0.000688552856445312,0.000688552856445312,0.000688552856445312,0.000688552856445312,25.9021,21.4828
"3","2019-12-12 14:20:00",6.21966552734375,13.76953125,21.624755859375,14.9505615234375,10.4644775390625,59.0287628173828,6.43040826416015,1576160400,600,-1.85184478759766,-0.00250356056972724,-0.00247026381167732,-0.00245290876957985,-0.00244226197256136,22.5316,18.5078
"4","2019-12-12 14:30:00",6.22369384765625,13.7786865234375,21.5789794921875,15.216064453125,10.83984375,58.582633972168,6.24620471191406,1576161000,600,-0.446128845214844,-0.00286276634478892,-0.00295403725695067,-0.0030003330884053,-0.00302830120996633,25.2069,22.5377
"5","2019-12-12 14:40:00",6.22137451171875,13.87939453125,21.917724609375,15.63720703125,11.3983154296875,61.2037124633789,5.98478045654297,1576161600,600,2.62107849121094,0.00194518475852251,0.0017250754711643,0.00160802445200338,0.00153546721731503,24.7012,21.814
"6","2019-12-12 14:50:00",6.22369384765625,15.2252197265625,23.9044189453125,16.351318359375,11.60888671875,62.9653396606445,5.70914544677734,1576162200,600,1.76162719726562,0.00458260867840111,0.00447971068484593,0.00441549924442913,0.00437248563586131,26.9947,26.3347
"7","2019-12-12 15:00:00",6.22119140625,15.875244140625,24.5361328125,16.9830322265625,12.34130859375,62.7217712402344,5.43056103515625,1576162800,600,-0.243568420410156,0.00347314713124141,0.0036026738814033,0.00365650805028676,0.00368454348694841,31.8217,29.2972
"8","2019-12-12 15:10:00",6.21966552734375,17.3492431640625,25.4791259765625,17.2119140625,12.8082275390625,63.4667816162109,5.15573040771484,1576163400,600,0.745010375976562,0.00418163953441305,0.00446549819470084,0.00460583376867443,0.00468860012865393,36.954,28.5751
"9","2019-12-12 15:20:00",6.223876953125,12.9913330078125,20.6817626953125,15.692138671875,11.737060546875,62.3626174926758,4.87419659423828,1576164000,600,-1.10416412353516,0.00169940790673548,0.00215562981455664,0.00239729809435477,0.00254594463115063,24.644,20.1291
"10","2019-12-12 15:30:00",6.2255859375,17.2210693359375,24.9847412109375,18.109130859375,13.1378173828125,61.2149658203125,4.59722094726562,1576164600,600,-1.14765167236328,-0.000474235051085935,1.61895232904184e-05,0.000292867934640496,0.000468996198673029,36.7554,34.6349
"11","2019-12-12 15:40:00",6.22540283203125,19.4091796875,27.6260375976562,19.3405151367188,14.4081115722656,61.979621887207,4.26447479248047,1576165200,600,0.764656066894531,0.000872995474110741,0.0012889138001183,0.00154387828564756,0.00171317599796945,52.2163,42.0784
