"","date","V_00","NO_00","NO_01","NO2_00","NO2_01","RH_01","T_01","timestamp","delta_time","delta_RH_01","dRH_01_T0_060","dRH_01_T0_090","dRH_01_T0_120","dRH_01_T0_150"
"1",2019-12-12 14:00:00,6.2249755859375,13.65966796875,22.1282958984375,15.4815673828125,11.114501953125,60.4674758911133,6.732587890625,1576159200,NA,NA,0,0,0,0
"2",2019-12-12 14:10:00,6.22119140625,14.593505859375,23.3642578125,15.8111572265625,11.09619140625,60.8806076049805,6.57037078857422,1576159800,600,0.413131713867188,0.000688552856445312,0.000688552856445312,0.000688552856445312,0.000688552856445312
"3",2019-12-12 14:20:00,6.21966552734375,13.76953125,21.624755859375,14.9505615234375,10.4644775390625,59.0287628173828,6.43040826416015,1576160400,600,-1.85184478759766,-0.00250356056972724,-0.00247026381167732,-0.00245290876957985,-0.00244226197256136
"4",2019-12-12 14:30:00,6.22369384765625,13.7786865234375,21.5789794921875,15.216064453125,10.83984375,58.582633972168,6.24620471191406,1576161000,600,-0.446128845214844,-0.00286276634478892,-0.00295403725695067,-0.0030003330884053,-0.00302830120996633
"5",2019-12-12 14:40:00,6.22137451171875,13.87939453125,21.917724609375,15.63720703125,11.3983154296875,61.2037124633789,5.98478045654297,1576161600,600,2.62107849121094,0.00194518475852251,0.0017250754711643,0.00160802445200338,0.00153546721731503
"6",2019-12-12 14:50:00,6.22369384765625,15.2252197265625,23.9044189453125,16.351318359375,11.60888671875,62.9653396606445,5.70914544677734,1576162200,600,1.76162719726562,0.00458260867840111,0.00447971068484593,0.00441549924442913,0.00437248563586131
"7",2019-12-12 15:00:00,6.22119140625,15.875244140625,24.5361328125,16.9830322265625,12.34130859375,62.7217712402344,5.43056103515625,1576162800,600,-0.243568420410156,0.00347314713124141,0.0036026738814033,0.00365650805028676,0.00368454348694841
"8",2019-12-12 15:10:00,6.21966552734375,17.3492431640625,25.4791259765625,17.2119140625,12.8082275390625,63.4667816162109,5.15573040771484,1576163400,600,0.745010375976562,0.00418163953441305,0.00446549819470084,0.00460583376867443,0.00468860012865393
"9",2019-12-12 15:20:00,6.223876953125,12.9913330078125,20.6817626953125,15.692138671875,11.737060546875,62.3626174926758,4.87419659423828,1576164000,600,-1.10416412353516,0.00169940790673548,0.00215562981455664,0.00239729809435477,0.00254594463115063
"10",2019-12-12 15:30:00,6.2255859375,17.2210693359375,24.9847412109375,18.109130859375,13.1378173828125,61.2149658203125,4.59722094726562,1576164600,600,-1.14765167236328,-0.000474235051085935,1.61895232904184e-05,0.000292867934640496,0.000468996198673029
"11",2019-12-12 15:40:00,6.22540283203125,19.4091796875,27.6260375976562,19.3405151367188,14.4081115722656,61.979621887207,4.26447479248047,1576165200,600,0.764656066894531,0.000872995474110741,0.0012889138001183,0.00154387828564756,0.00171317599796945
"12",2019-12-12 15:50:00,6.218994140625,NA,NA,NA,NA,63.2243576049805,3.90786529541016,1576165800,600,1.24473571777344,0.00281353424436936,0.00322793027395287,0.00349499612319993,0.00367724764231133
"13",2019-12-12 16:00:00,6.1685791015625,19.256591796875,27.008056640625,20.599365234375,15.625,63.9836730957031,3.56975659179687,1576166400,600,0.759315490722656,0.00364713113808368,0.0041540047389395,0.00448107748017233,0.00470561667294439
"14",2019-12-12 16:10:00,6.19036865234375,24.5269775390625,32.2357177734375,21.09375,15.6829833984375,64.9829330444336,3.21127020263672,1576167000,600,0.999259948730469,0.00475266310455145,0.00538260001052039,0.00578822355503791,0.00606757051430483
"15",2019-12-12 16:20:00,6.211669921875,24.2706298828125,32.354736328125,21.7071533203125,15.875244140625,65.8549728393555,2.90721368408203,1576167600,600,0.872039794921875,0.00547644212076782,0.00626996177430221,0.00677882241064164,0.00712965425650718
